ethAddress,displayName,accountValue,day.pnl,day.vlm,week.pnl,week.vlm,month.pnl,month.vlm
0x0c87080e84ad8e91f54c4af0aa921e1f183d601b,,"$323,433.11 ","$15,337.52 ","$653,950.56 ","$40,775.16 ","$2,892,638.54 ","$94,940.97 ","$5,683,808.09 "
0x536fec432b63487a4130345be18e42e5868fb235,,"$61,979.52 ","$7,664.60 ","$652,163.59 ","$13,348.97 ","$2,679,530.16 ","$28,099.81 ","$6,499,942.38 "
0x23f51d4d7ef1f96f7aa45e951d64a057f27fa8dc,,"$954,087.11 ","$117,476.27 ","$648,085.69 ","$169,614.79 ","$3,364,495.42 ","$375,423.95 ","$10,670,773.62 "
0x1b1c0b65757066876a6fd8d562bf960dcaa0f145,,"$2,180.03 ",($750.51),"$647,185.56 ","($1,695.72)","$4,064,152.59 ","($8,271.64)","$19,786,466.43 "
0x1770c692db5f54a642f7f0b96541e92f37fd7454,notPh0nics,"$34,859.23 ",$705.64 ,"$647,017.23 ","$5,481.29 ","$2,343,456.35 ","$15,325.71 ","$19,138,881.87 "
0xcaaef1194e57dc395343e01e184d0bfd2eafb8c0,,"$645,989.30 ",$883.83 ,"$646,002.39 ",$883.92 ,"$646,002.39 ",$884.09 ,"$646,002.39 "
0xd0868e73a4cf27319c6d36778f17594dbf88aeab,,"$198,292.49 ","$28,156.81 ","$645,326.28 ","$42,895.27 ","$3,996,993.12 ","$74,520.92 ","$4,668,308.07 "
0x63c76d32f486b59722b35214d891068e5a214a7b,,"$66,784.44 ","$9,968.89 ","$644,073.20 ","$14,239.79 ","$3,803,961.58 ","$15,171.24 ","$5,351,692.95 "
0x7bfaf240b2913c6dc30766ab50bd7cb59de8826d,,"$69,203.46 ",($0.40),"$641,523.22 ","$23,767.43 ","$3,607,182.67 ","$41,742.39 ","$12,387,292.53 "
0x6aa4467070e5110cfec24a306821778e118c1c9e,,"$212,505.06 ",($347.95),"$641,413.56 ","$97,240.38 ","$3,601,072.98 ","$257,190.84 ","$5,975,104.53 "
0x620adc5a5e3853b08871743a125b53e08e997c77,,"$34,636.57 ","($5,189.18)","$641,188.97 ","$9,348.13 ","$4,218,069.65 ","$5,932.26 ","$14,580,753.94 "
0x7594e315692f02ec0a01394e76c665f0f5b33dd5,,"$62,294.97 ","$1,448.40 ","$641,085.00 ","$4,051.02 ","$1,755,210.02 ","$10,698.98 ","$10,195,878.62 "
0x4fe2e743da6e8d1aa0c9ed5489d8c2c9b5f96c87,,"$530,798.22 ","$48,257.82 ","$639,803.21 ","$88,267.96 ","$2,235,269.68 ","$209,015.65 ","$4,885,407.86 "
0x69106dfe446275d4cd8756685b63a711fd43766a,,"$32,405.85 ","$1,744.42 ","$639,789.50 ","$4,601.61 ","$2,434,068.01 ","$7,405.84 ","$3,465,277.35 "
0xdd9c5b0e7097a18e78ab9fdbf564edd9328866bd,,"$625,556.11 ",$110.68 ,"$638,947.07 ","$1,948.81 ","$3,088,910.95 ","($3,635.70)","$6,429,822.76 "
0x7083a8e36b44865c8d40379502bc081259a0ba66,,"$497,775.59 ","$16,496.42 ","$638,358.22 ","$35,491.78 ","$1,675,681.63 ","$13,395.74 ","$5,950,397.05 "
0x7fe8cfe481ec2f702692a9152e3f002f3e417ac6,,"$2,447,751.33 ","$180,669.27 ","$637,178.04 ","$133,341.09 ","$12,835,376.00 ","($654,257.32)","$103,237,942.63 "
0x6b237bf38c479edc2d2af238b1a42e588cec32e4,,"$4,688.33 ","($14,523.69)","$636,968.97 ","($10,410.52)","$1,775,911.37 ","$6,146.30 ","$2,972,711.54 "
0x609e1de29d5e543a6eba15b73d9ed335e90004b3,,"$86,362.46 ","($13,634.21)","$636,653.94 ","$18,196.96 ","$3,709,241.57 ","$50,385.61 ","$9,316,950.76 "
0x14d2df7b31e6180202eb02f63c14d58aec8f0b61,,"$62,465.26 ","$1,118.98 ","$635,961.08 ","$13,485.78 ","$2,308,315.33 ","$28,509.83 ","$4,718,815.70 "
0x8ffbf5636b479c1c8426bb58d8bbfc4c0b4d60d2,,$455.02 ,"($1,604.68)","$635,511.33 ","($1,183.86)","$1,996,259.98 ","($36,284.94)","$22,587,481.48 "
0x9e00ed4da9af5bfd0c254a4978a9bb9c547a86b0,,"$955,629.62 ","$87,034.50 ","$634,053.50 ","$84,217.50 ","$916,806.71 ","$84,217.50 ","$916,806.71 "
0x608d242d6cd8651b961088f8548cac27d9e94464,,"$736,844.02 ","($15,783.01)","$633,294.66 ","($176,759.24)","$17,095,666.98 ","$176,278.78 ","$41,869,522.89 "
0xe738a6942b49784ac1435850ccf6c4b102a1c909,,"$131,251.91 ","$6,359.51 ","$632,832.48 ","$6,255.56 ","$637,020.84 ","$6,255.56 ","$637,020.84 "
0x9a9c5280dc7a29dbcca36a9bdce6aa8397497606,,"$163,520.25 ","$51,288.80 ","$631,970.78 ","$81,893.48 ","$40,207,947.81 ","$125,492.76 ","$55,073,996.10 "
0x37c0fd0d2e7101ec3f8404ff949b88cc02bd67c0,,"$220,531.93 ","$7,983.22 ","$631,207.12 ","$16,404.49 ","$1,998,452.99 ","$60,352.92 ","$5,997,533.48 "
0xb6f1d510a8e18a9ba14cec92791c026f8f3b9072,,"$1,871,980.38 ","$148,948.69 ","$630,150.58 ","$300,293.35 ","$7,406,721.45 ","$571,194.43 ","$17,344,175.05 "
0xf1e50d3909be3ad3d1cd4878030228f4d3124fb3,,"$165,763.88 ","($3,127.91)","$629,776.70 ","($4,052.84)","$8,421,296.79 ","$4,229.20 ","$22,710,707.29 "
0x89f81b07485d774891eab82316dd1f666a4e5bd5,,"$33,615.72 ","$2,824.91 ","$628,717.64 ","$27,793.63 ","$5,991,963.38 ","$14,216.38 ","$13,809,983.70 "
0x61c4a9107de33e75ed6fe29550ae2cc29ced2264,GreenGeorge,"$21,097.25 ","($25,870.32)","$628,337.96 ","($27,793.94)","$5,770,499.50 ","($11,444.88)","$8,948,619.49 "
0x1ce99932fd278e00911814dc4bd403e1293d8ed2,,$997.65 ,($625.74),"$627,740.82 ","($6,572.81)","$7,426,922.15 ","($11,554.30)","$20,446,964.72 "
0x413c2724b62975c18b1415650f998a8f0a67886c,TRUMP PUMP,"$1,809,722.21 ","($47,339.07)","$627,524.71 ","($41,115.83)","$3,238,590.21 ","($192,530.14)","$18,303,054.08 "
0xfb941d2344b72ea9101400392b818173772d0ddf,RTB 2,"$4,221,880.75 ","$421,917.84 ","$627,238.11 ","$943,681.41 ","$627,238.11 ","$1,918,609.03 ","$627,238.11 "
0xe727dc09b1a59f332273edc85ac73a3a2cea182c,,"$16,942.75 ",$97.96 ,"$626,488.21 ","$2,037.42 ","$1,361,881.82 ","$3,820.56 ","$2,915,241.64 "
0xd7069764472387284eae4cef007864c85d7c00ec,,"$40,035.20 ","$2,812.21 ","$626,476.94 ","($3,021.65)","$14,566,465.15 ","($12,559.04)","$35,316,839.49 "
0x0a1b5c2b2601b693274fdf9990f6deb5b6008614,,"$1,091,181.98 ","$36,738.22 ","$626,037.76 ","$205,762.34 ","$1,445,312.11 ","$629,693.05 ","$1,675,132.77 "
0xb29fac73e9dfb6f02ea34abd553176c4d46e82bb,Copin,"$960,478.89 ","$73,655.85 ","$625,612.17 ","$154,664.19 ","$6,509,218.71 ","$453,847.02 ","$10,645,886.08 "
0xed99f185666d7c4d1c5354bba8939b3df24cef38,,$536.14 ,"($1,611.89)","$624,769.23 ",($827.82),"$983,013.12 ","($1,750.68)","$1,250,909.35 "
0xc3e1e9da1ac8abdf5bf42689729022655640ad4e,,"$35,995.58 ",($559.42),"$623,824.80 ","($9,504.06)","$4,697,853.07 ","($7,071.64)","$12,968,365.27 "
0xc5a3b2dea4967e8c2a1726c391e4f3dd524bf657,,"$17,786.99 ","($2,026.15)","$623,802.91 ","$3,829.96 ","$4,723,797.22 ","$13,792.14 ","$10,276,503.27 "
0xef863545d15a0db0a56540fa2addf30ab98b58c2,,"$14,951.18 ","$5,494.46 ","$623,285.78 ","$6,409.05 ","$907,121.33 ","$5,795.28 ","$1,693,397.70 "
0x6ea214eff66189273c8d8c5ed1464cfcefa8bb9c,,"$227,255.14 ","($14,443.47)","$622,298.57 ","($128,898.05)","$4,069,439.29 ","($271,682.41)","$4,445,322.77 "
0x771d10747dd16943c62433ab2cdeb92dce35e924,,"$11,664.78 ",$87.34 ,"$621,973.14 ","$1,831.24 ","$1,972,313.19 ","$3,649.95 ","$3,571,439.37 "
0xf9d37500f4b44ffa1fe9a1c517c78f4cbc4f9e47,,"$1,725.67 ",$515.11 ,"$621,683.06 ","$1,441.98 ","$678,756.12 ","$1,053.29 ","$751,691.33 "
0xb4a04f60522a539caa55e9ce74c9bb3e6f2253f0,,"$1,329,561.00 ","$222,299.93 ","$621,645.48 ","($577,233.20)","$4,561,964.78 ","($1,087,646.82)","$30,661,049.88 "
0xdf052b535db93f12c4890d44686cde9fb7816be7,,"$7,305,388.15 ","$835,996.31 ","$619,344.37 ","$1,486,478.18 ","$619,344.37 ","$3,247,626.37 ","$619,344.37 "
0x4cb482c9eb4f29f6bfdac18039dff264c6954617,,"$4,728.50 ","($1,699.14)","$619,264.82 ","($7,846.43)","$3,951,164.43 ","($20,333.34)","$10,474,818.57 "
0xda844599b721ff3b47f2e6bd36acfab423f459ae,,"$45,568.00 ",$313.35 ,"$618,341.50 ","$9,453.31 ","$5,162,453.73 ","$22,228.19 ","$20,375,814.72 "
0x36b976e1987fd9889645b5700f581eaac5e6ebfc,,"$3,302.37 ",($21.27),"$617,534.11 ","($5,132.96)","$1,939,298.94 ","($12,845.18)","$6,018,511.44 "
0x014108573796ea40cd48d44d053139854207bfc4,,"$1,358,680.33 ","$165,262.16 ","$616,835.34 ","$327,890.33 ","$719,064.11 ","$630,244.44 ","$7,325,438.76 "
0x7e9fc755ca672c2f8c71d23130ddb2baea20a574,,"$1,524,311.30 ","$114,692.06 ","$616,162.65 ","$131,553.41 ","$1,392,757.57 ","$131,553.41 ","$1,392,757.57 "
0x2a1d983400740d62ded4a278278054e4f7acd9e3,,"$242,169.90 ","$3,632.84 ","$615,921.37 ","($34,597.76)","$7,872,204.65 ","($92,117.41)","$22,873,468.46 "
0xa8e9cbc11d0fe1f1cafa04e8a0f681b5eaca56cc,,"$60,642.49 ","$2,523.04 ","$615,366.70 ","$18,512.57 ","$6,458,862.35 ","$32,657.46 ","$14,027,600.19 "
0x3d89bcea338f35edfaeb313b1c713978c6dceb14,,"$1,441,007.56 ","$81,593.38 ","$613,952.62 ","($16,969.83)","$27,647,418.44 ","($664,280.83)","$53,883,051.26 "
0x792dd3b5a0e339a4ea79e8ff7258abdf2c78c618,,"$135,235.14 ","$8,357.03 ","$613,649.53 ","$29,204.87 ","$1,249,223.59 ","$58,482.78 ","$1,813,001.29 "
0xdd4eb4a4e80f8390ea158fd2cb14cb667b5acdc5,,"$99,325.41 ","$7,679.63 ","$612,909.52 ","$10,931.20 ","$978,306.56 ","$13,859.28 ","$2,350,069.58 "
0xffcc07dbb1f70ccbbcced305bbd9cf2a4c1a3d1a,,"$682,794.39 ","$50,599.18 ","$611,815.05 ","$111,505.81 ","$1,144,315.37 ","$231,778.22 ","$3,112,885.41 "
0x44306c23fc2ea97da18c349042dc62f504923a63,Retarded Bidder,"$18,776.30 ","($1,587.75)","$610,566.45 ","($5,120.85)","$2,656,411.49 ","$13,912.44 ","$20,212,387.58 "
0x3e3b9c3c18c1117a45462c6bd40878a67cc3c54c,,"$111,796.44 ","$10,614.37 ","$609,886.89 ","$15,217.12 ","$1,010,247.48 ","$15,449.70 ","$11,874,803.76 "
0x33af579f8fafada29d98922a825cfc0228d7ce39,,"$123,780.65 ","$10,383.38 ","$609,430.97 ","$11,535.32 ","$1,032,058.51 ","$13,033.07 ","$1,146,440.78 "
0xe8b6e52ff40bf5ff32c7e655064a8d42814faddf,,"$1,470,415.67 ","$44,109.62 ","$608,901.59 ","$165,570.54 ","$880,812.84 ","$257,363.56 ","$2,467,994.55 "
0x6f577a1b7e3915d4d8c49c951e2332912a62d8a1,,"$141,684.35 ","($5,808.84)","$608,546.78 ","($35,572.08)","$4,303,535.11 ","$112,984.30 ","$33,418,956.46 "
0xd9ee914d74f442442fe501d94757d7625e8e1dd3,penber,"$1,465.09 ",($209.50),"$608,263.01 ",($617.65),"$3,772,307.51 ",($497.71),"$7,855,351.03 "
0x796d694570865fb076d08fe9ef8a8ed5a84bb810,,"$120,296.83 ","$11,018.48 ","$608,033.82 ","$22,721.82 ","$3,187,689.21 ","$17,308.95 ","$11,904,050.60 "
0x4cd8702b2e283f941cb25e929361dc6b462786c6,,"$25,049.13 ","$2,497.44 ","$607,617.36 ","$5,222.52 ","$1,152,385.96 ","$11,156.98 ","$4,349,974.15 "
0x1f2bb833535823a7d3760b3d0ca1fe8562a75e9e,,$0.08 ,"$34,696.73 ","$607,578.09 ","$301,179.06 ","$2,858,099.71 ","$1,308,418.76 ","$10,446,909.52 "
0x4bbf95c18dca8609fa2bfa01aa1f07b77e334b4b,,"$3,011,219.64 ","$11,986.91 ","$607,346.59 ","$13,905.57 ","$1,907,679.81 ","$62,581.14 ","$7,990,186.08 "
0x4c17111a73913e7cb80b9255fadf88f2c72aafbc,,"$136,861.27 ","$6,647.29 ","$606,974.10 ","$12,440.43 ","$25,390,830.30 ","$41,525.42 ","$123,301,638.25 "
0x64109ae31e4f6a2325b52b1e3327aa8e15ff9e11,fuckurputs,"$1,227,933.30 ","$130,189.42 ","$606,665.90 ","$261,233.75 ","$606,665.90 ","$604,358.73 ","$4,062,336.27 "
0x2818742419ae70743f410be1aa6a86705bd0f488,,"$4,532.38 ",($74.51),"$606,408.54 ",$382.17 ,"$1,073,970.77 ",($554.14),"$5,236,443.76 "
0x35a0e2776349c82407b0d70d7cb3cc5ceb31778d,,"$309,574.77 ","$9,584.44 ","$605,874.16 ","$21,668.80 ","$1,373,816.76 ","$225,735.44 ","$3,457,861.68 "
0x2d37a2ddf3659a8b84248dfdbf2f981d8fbb98f0,,"$18,839.98 ","($6,270.86)","$605,238.13 ","($21,424.76)","$42,762,077.67 ","($5,891.50)","$58,476,131.36 "
0x9ff077e7f507a9f0b1559d35515f61b9f4bbec89,,"$101,562.81 ","$10,388.39 ","$604,780.16 ","$19,658.91 ","$2,120,881.16 ","$29,603.37 ","$5,382,647.07 "
0x9055a4c36e3d4c20f680aa25838897085864dbe7,,"$141,349.17 ","($20,064.01)","$604,312.21 ","$115,825.60 ","$5,758,097.43 ","$116,078.73 ","$6,887,829.30 "
0x1e37a337ed460039d1b15bd3bc489de789768d5e,,"$2,844,460.50 ",($1.26),"$603,273.44 ","$12,553.81 ","$2,059,438.31 ","$33,321.89 ","$11,428,915.61 "
0xd27061ac13348c27dc403e9886af128e52c992f0,,"$215,697.79 ","($11,645.15)","$602,458.84 ","($16,868.80)","$2,167,001.03 ","($1,621.79)","$4,882,979.62 "
0x584035de50d51779607b3556d6c4ba43b87d1a0a,,"$759,019.59 ","$14,969.42 ","$602,364.08 ","$16,167.63 ","$659,028.54 ","$59,021.20 ","$823,004.57 "
0xbd9c944dcfb31cd24c81ebf1c974d950f44e42b8,,"$1,302,335.15 ","$161,046.95 ","$601,370.26 ","($350,773.09)","$46,077,143.65 ","$931,152.98 ","$119,453,887.45 "
0xfe76bcd13a6fd8a2bf8c65cd42c82a5c847c1aab,,"$2,058,082.91 ","$4,440.88 ","$600,796.41 ","$8,350.21 ","$600,796.41 ","$21,627.51 ","$600,796.41 "
0xc324f6282a0190386505faa74de5d14cf2cd1b7f,,"$207,882.26 ","$24,308.45 ","$600,343.47 ","$47,298.31 ","$2,068,847.71 ","$92,664.78 ","$2,435,026.23 "
0x02fbb8ddeb1fabd7d74bc9433945d665c896347e,,"$180,826.52 ","($7,094.60)","$600,335.85 ","$42,372.16 ","$1,010,898.15 ","$105,120.43 ","$1,834,459.22 "
0x4b4771628d2d29f39eda423a342facc37004b93a,,"$45,521.25 ","$3,635.92 ","$600,227.51 ","($23,311.93)","$3,544,884.54 ","($28,670.53)","$3,868,675.23 "
0xb76bc3d01ac05fd8cb1078334923785f76fe0b3c,,"$365,306.95 ","$15,475.37 ","$600,200.95 ","$45,538.59 ","$5,358,838.94 ","$5,577.32 ","$12,181,500.08 "
0x1a9426335c73b8d06287e6cf7a2ffbed6e9baca5,,"$4,589,482.44 ","($233,589.11)","$599,999.20 ","$764,577.81 ","$3,600,285.42 ","$1,588,509.14 ","$15,897,973.84 "
0x201496a68f06ad7a5e45b4e58269a815813afb47,,"$220,663.63 ","($2,231.05)","$599,620.78 ","$2,679.32 ","$1,075,413.36 ","$50,304.26 ","$4,871,265.86 "
0x3e737fb2df685be1d786ea74bda6450148b7dc01,,"$581,699.43 ","$52,353.33 ","$598,862.91 ","$108,922.89 ","$1,881,233.26 ","$221,054.60 ","$4,086,104.03 "
0x9608cc59b1f61bcf3307b5dee044e013dc4529eb,,"$221,531.81 ","($13,607.75)","$596,485.28 ","($3,235.50)","$1,837,408.72 ","($90,450.91)","$5,104,364.26 "
0xa1e848251ce2efdc911fe145f4e2048a9761a7c4,,"$39,900.06 ","$6,797.56 ","$596,262.79 ","$8,958.11 ","$1,718,282.46 ","$16,300.56 ","$7,134,979.90 "
0x630061a9f3f5b6a1b255f566d084fdd83cfb6f3a,thanks jeff,"$84,192.86 ","($27,869.08)","$596,060.49 ","($44,012.71)","$16,025,043.55 ","($121,888.97)","$57,736,559.75 "
0xb1d179b6e3f352068633d1afd329c8f53947aaec,,"$152,563.02 ","$9,319.93 ","$595,719.83 ","$34,179.23 ","$1,289,743.46 ","$67,773.21 ","$1,946,376.14 "
0x8d6023238455d5d2782e1fb18e55556b22af95b0,,"$995,330.70 ","$4,502.33 ","$595,452.88 ","$1,050.38 ","$16,657,770.46 ","($578,245.80)","$90,070,455.33 "
0x055da853895932d13c1a8b47421017ca22bbb0a6,,"$60,459.33 ","$2,131.80 ","$595,070.33 ","$30,596.91 ","$1,146,563.59 ","$40,283.54 ","$2,374,194.14 "
0x0d1331af19df0110826aaec6f6ef7debf85bf107,,"$6,156.75 ",($624.55),"$594,254.50 ","($2,624.08)","$2,949,631.11 ","$7,305.49 ","$19,715,573.08 "
0x3325adbcb00a24b5f7a371a91158499543d5eeb5,,"$253,770.92 ","($5,713.66)","$594,121.03 ","$19,538.06 ","$1,502,167.20 ","$64,060.99 ","$2,378,597.02 "
0x2ac67e20ed07a423dca127aaa120993c2868169a,,"$409,944.50 ","($5,271.68)","$593,158.74 ","($43,919.27)","$3,049,445.72 ","$5,975.08 ","$6,329,413.12 "
0x2e4a4d6736ae0487b85ada66210e3d889b3e02fa,,"$243,097.62 ","$15,085.71 ","$593,102.66 ","$52,390.65 ","$3,871,303.97 ","$112,630.24 ","$18,704,259.00 "
0xe20d04a1a0c07c7e6a80cfb5d37d43bf0c3d81e7,,"$34,730.78 ",$516.04 ,"$592,777.17 ","$9,374.65 ","$4,882,242.67 ","$13,756.77 ","$11,238,708.28 "
0xbd3e318bd766a27580257f4f3d88ce12e0de009b,,"$156,386.79 ","$9,870.81 ","$592,723.36 ","$13,274.40 ","$2,122,655.93 ","$34,583.49 ","$5,647,475.28 "
0x4e5ed3e8964da2ee33752807a35641cb0c9aecca,,"$52,964.57 ","($5,423.47)","$592,482.74 ","$4,476.63 ","$7,722,530.73 ","$17,238.50 ","$10,050,082.78 "
0xdc1f1536dac43b8ecc496a92236be686ffef03de,,"$175,626.80 ","($28,290.77)","$592,347.31 ","($103,302.80)","$3,672,594.44 ","($137,637.47)","$4,904,546.96 "
0x39a329cdd8ac9d61155c6f15b36c7f95d3ea98c1,,"$179,985.44 ","$19,484.27 ","$591,213.74 ","$38,468.19 ","$1,772,591.85 ","$73,728.89 ","$3,022,936.04 "
0xb12f7415705d9d1cee194e73ca0f8aaffb8b77cd,,"$200,084.92 ",$83.95 ,"$590,400.81 ",$83.95 ,"$590,400.81 ",$83.95 ,"$590,400.81 "
0x81dd236893b50383256aee3ccd6ded98fdd155b6,,"$808,768.32 ","$100,026.90 ","$589,811.24 ","$53,755.54 ","$1,306,385.94 ","$77,171.80 ","$4,036,703.13 "
0x643430283b19fa5bd70a1138b495c2b43523cdd5,,"$1,297,961.92 ","$26,407.71 ","$589,657.13 ","($13,786.66)","$7,996,260.05 ","($79,848.01)","$23,870,773.03 "
0x327aea20163f61421d85b8147781b8676763b467,,"$197,341.48 ","($16,177.73)","$588,391.67 ","$40,613.60 ","$1,618,636.92 ","$35,826.68 ","$6,790,199.18 "
0xb383d044751e061936a8653b70e2fbe0a8ea2c79,,"$269,009.69 ","($48,047.09)","$587,880.53 ","$38,062.97 ","$7,079,901.40 ","$64,603.96 ","$39,655,165.24 "
0xdea9f5d650e533e1315acf9b27f53663f931c14e,,"$590,955.78 ","$3,113.43 ","$587,838.44 ","$3,113.60 ","$587,838.44 ","$3,113.61 ","$587,838.44 "
0x46c9ccc6857e33a8209706bb5043700b4608dda8,,"$68,518.99 ","($4,938.42)","$586,970.86 ","$15,566.31 ","$36,898,012.47 ","$13,563.91 ","$60,890,839.77 "
0x37a45adbb275d5d3f8100f4cf16977cd4b0f9fb7,,"$234,243.38 ","$1,099.73 ","$586,873.85 ","$87,829.96 ","$1,057,517.42 ","$134,620.60 ","$3,499,046.80 "
0x19cae9f9e0a7ff231167f28c770a61a070c182b5,thank you jeff888,"$228,324.37 ","$23,841.32 ","$586,614.17 ","$5,734.62 ","$1,070,686.12 ","$7,316.00 ","$1,185,167.82 "
0xf85a42a3f447f20ce982c63ade745b71b2d3a668,,"$1,597,010.49 ","$307,575.35 ","$586,583.38 ","$438,480.89 ","$1,553,621.34 ","$787,097.62 ","$10,355,886.85 "
0xbebbef7f6b1c3642dd5d46e2ff324022ea811dda,,"$4,224,543.23 ","$487,828.30 ","$586,342.05 ","$1,052,912.07 ","$586,342.05 ","$1,957,390.12 ","$586,342.05 "
0x9df2d651c837c7c5fac430fcf69b811c7906333d,,"$290,932.73 ","$37,470.21 ","$584,344.43 ","$75,391.13 ","$1,130,282.13 ","$114,810.29 ","$2,068,083.33 "
0x862c6f0373ac129fc66a324b234943139ca10c92,How You Do Dis?,"$231,231.70 ","$65,334.46 ","$582,983.57 ","$65,336.20 ","$582,983.57 ","($194,111.83)","$17,088,879.73 "
0x19f9815c4b3a920f17a20cdc743a0c910c7bca21,,"$358,415.34 ","$12,848.61 ","$582,757.89 ","$12,848.61 ","$582,757.89 ","$12,848.63 ","$582,757.89 "
0x481fc551df1d62024ca2a96ba46f716ed092db9f,,"$112,661.93 ","($9,524.09)","$582,325.70 ","($13,465.95)","$4,868,112.56 ","$80,520.83 ","$12,861,711.22 "
0x0a68710393776766fac5b2850142b2fce0b07b0e,,"$6,490.19 ","($2,708.12)","$580,540.38 ","($3,376.54)","$639,223.82 ","($7,619.30)","$7,433,147.80 "
0x08b81e0cf1dff48f693f06d118d400cf099f2b98,,"$257,455.62 ","$17,216.53 ","$580,285.18 ","($6,667.92)","$2,173,541.65 ","($33,979.57)","$10,048,647.86 "
0x1395d6a2d035823894cd4f259d9b6fec5a2afb17,,"$176,852.66 ","$33,837.15 ","$580,005.55 ","($35,640.98)","$580,005.55 ","($11,626.32)","$2,381,069.58 "
0x54ee66b70c4935e5fc30a58566835657ad5401ad,,"$18,280.06 ","($2,044.86)","$579,868.49 ","($1,526.92)","$4,016,142.05 ","$8,803.08 ","$10,256,105.38 "
0x7532fd078f949316478dfd6e746a9c20f9a299cb,,"$106,734.53 ","$2,770.73 ","$579,428.76 ","$1,113.23 ","$3,043,712.82 ","$41,149.31 ","$8,323,274.25 "
0xaf4da3bec83da5bbdfcef872e16cd78b26a97477,,"$37,279.02 ","($1,536.33)","$579,004.26 ","($14,141.79)","$1,461,825.58 ","$21,665.34 ","$3,074,347.96 "
0xb698a09a0b3abaf8566f9e9f8ade4cbacca182e1,,"$1,302,679.76 ","$72,907.56 ","$578,997.53 ","$20,745.38 ","$797,595.69 ","($181,505.60)","$5,082,629.50 "
0xa7d1af5afed57829182b637d78fedff2def2bcc8,,"$95,668.14 ",($46.95),"$578,082.46 ","($1,425.35)","$1,625,632.44 ","($1,110.14)","$2,606,645.77 "
0xf04ac903c91a028c9a6de6dcb86875920f02206c,,"$61,151.92 ","($2,049.34)","$577,645.33 ","($2,072.92)","$7,835,276.55 ","$21,431.57 ","$9,717,781.92 "
0x9ea9f8d0697672dd2a504c3ae4f85eee67c5b4e4,,"$141,432.16 ","$3,590.23 ","$577,374.75 ","$25,674.77 ","$3,799,202.02 ","$42,108.68 ","$21,800,163.54 "
0x40cadb18987b7387cfca645a37cc2da292998e50,,"$207,519.77 ","($4,670.82)","$575,556.79 ","$16,811.60 ","$15,829,023.71 ","($322,994.20)","$78,353,620.92 "
0x9458abb350e9e06ec5311426094c16d76a0c797d,,"$272,972.99 ","$15,602.33 ","$574,481.56 ","$90,791.48 ","$1,559,665.01 ","$275,789.34 ","$4,808,772.52 "
0xc832576d58453f41b3bd050d07731aed3faa725f,,"$376,932.56 ","($36,945.69)","$574,290.70 ","($44,709.55)","$1,869,054.35 ","$3,485.93 ","$12,337,602.17 "
0x8c7e54ef6abcec21b269edaedbb228fb0f44fa5d,,"$61,630.24 ","$3,482.00 ","$573,630.10 ","$10,483.43 ","$3,338,101.30 ","$21,079.68 ","$11,611,342.09 "
0x05d95d21b9680b1ceab8fb1f1509fee72ca6d6a9,,"$412,855.99 ","$51,345.87 ","$573,359.75 ","$98,951.28 ","$8,275,566.02 ","$198,548.40 ","$36,595,201.87 "
0x2ae2d6ca7d302c112e49acdfcfc9278208776672,,"$2,081.03 ",($959.97),"$573,194.05 ","($6,460.52)","$856,796.63 ","($98,031.32)","$9,597,513.55 "
0xc1515a317a65710800d60f881ea1567224008b48,,"$78,643.78 ","($32,635.48)","$572,058.41 ","($26,894.24)","$9,508,753.45 ","($166,130.50)","$34,151,295.00 "
0x9ea2e52c3e4764e7a3ec384585d520dbbe040c0b,,"$17,170.97 ",$324.30 ,"$571,701.97 ","$5,989.78 ","$1,936,854.20 ","($13,963.65)","$61,283,825.80 "
0xc40fb1572f6112522ef238e8958631651a9b2f1e,,"$7,880.92 ",$516.46 ,"$571,696.85 ","$1,961.29 ","$5,053,961.81 ","$4,395.43 ","$12,043,649.60 "
0xd50bc99565e7ec90fb03e4b4a502419968464078,,"$6,958,014.34 ","$826,474.41 ","$571,209.58 ","$1,770,664.05 ","$1,675,435.89 ","$3,533,443.60 ","$2,692,401.99 "
0xb62b84a74fd80c0c060e2d63c489ae549d8c84ea,,"$32,022.58 ","($12,029.85)","$570,455.65 ","($32,749.97)","$6,008,180.96 ","$23,732.19 ","$19,513,305.25 "
0xbccd1151602e647af69b2518640b849b0515caf7,,"$97,307.45 ","$16,550.86 ","$568,446.84 ","$16,351.34 ","$1,285,200.27 ","$12,532.11 ","$3,094,929.82 "
0xa72e756c91262c7bbe417dab6d65d2be28b1dc34,,"$487,343.42 ","$28,540.27 ","$568,444.98 ","$45,835.72 ","$1,771,194.18 ","$111,481.42 ","$4,242,725.55 "
0x150e27262ae25a050b63d72310fe6691c6079ed5,,$826.76 ,"($1,214.62)","$567,389.30 ","($4,885.94)","$1,021,262.56 ","$2,150.89 ","$79,567,021.68 "
0x0ce048fe42c170e41740ee392e187f19515f339d,,"$1,982,154.70 ","$244,228.61 ","$566,484.92 ","$426,757.96 ","$2,340,772.17 ","$846,656.52 ","$8,222,313.48 "
0x80b8da2cacad0f181e6fc78ceb2a4ac7eee76443,,"$41,426.07 ","$9,098.71 ","$566,075.52 ","$11,791.14 ","$6,627,930.25 ","$28,617.78 ","$7,790,743.49 "
0x1975cb5130dba3571c675e96fc64befc959314b3,,"$74,696.36 ","$4,064.30 ","$565,651.94 ","$11,255.89 ","$6,201,307.19 ","$24,643.04 ","$14,598,471.34 "
